Review,Make,Model,Software
Just awesome,Apple,11,iOS
NICE PRODUCT,Apple,11,iOS
Good product,Apple,11,iOS
Nice product,Apple,11,iOS
Nice,Apple,11,iOS
Good,Apple,11,iOS
Nice,Apple,11,iOS
Owsm,Apple,11,iOS
Good,Apple,11,iOS
Owsm,Apple,11,iOS
Good,Apple,11,iOS
Good,Apple,11,iOS
Nice,Apple,11,iOS
Best,Apple,11,iOS
Nice,Apple,11,iOS
Good,Apple,11,iOS
Good,Apple,11,iOS
Good,Apple,11,iOS
Like,Apple,11,iOS
Good,Apple,11,iOS
🔥👌,Apple,11,iOS
Good,Apple,11,iOS
Good,Apple,11,iOS
Cool,Apple,11,iOS
Good,Apple,11,iOS
Good,Apple,11,iOS
Nope,Apple,11,iOS
Good,Apple,11,iOS
Good,Apple,11,iOS
Good,Apple,11,iOS
Good,Apple,11,iOS
Good,Apple,11,iOS
good,Apple,11,iOS
Good,Apple,11,iOS
Good,Apple,11,iOS
Good,Apple,11,iOS
okok,Apple,11,iOS
Best,Apple,11,iOS
Best,Apple,11,iOS
Good,Apple,11,iOS
Good,Apple,11,iOS
Good,Apple,11,iOS
Good,Apple,11,iOS
Good,Apple,11,iOS
Love the perfomance,Apple,11,iOS
bad n faulty product,Apple,11,iOS
Go for it,Apple,11,iOS
Perfect one .,Apple,11,iOS
Excellent one,Apple,11,iOS
Good purchase,Apple,11,iOS
Nice,Apple,11,iOS
Worthy product,Apple,11,iOS
apple product,Apple,11,iOS
Best iPhone,Apple,11,iOS
Wonderful phone.,Apple,11,iOS
Apple always best,Apple,11,iOS
Awesome 👏,Apple,11,iOS
Best in all.,Apple,11,iOS
Cant play pubg properly,Apple,11,iOS
Fantabulous,Apple,11,iOS
Must buy it,Apple,11,iOS
Best iphone,Apple,11,iOS
All is good,Apple,11,iOS
Magnificent,Apple,11,iOS
I like this,Apple,11,iOS
great phone,Apple,11,iOS
Great phone,Apple,11,iOS
Great phone,Apple,11,iOS
Awesome one,Apple,11,iOS
Always spr.,Apple,11,iOS
It was good,Apple,11,iOS
Nice mobile,Apple,11,iOS
Great phone,Apple,11,iOS
Nice mobile,Apple,11,iOS
Good enough,Apple,11,iOS
Its perfect,Apple,11,iOS
Enjoying it,Apple,11,iOS
Awsm mobile,Apple,11,iOS
Awsm mobile,Apple,11,iOS
Really good,Apple,11,iOS
Nice camera quality,Apple,11,iOS
Battery,Apple,11,iOS
Wow,Apple,11,iOS
Osm,Apple,11,iOS
Wow,Apple,11,iOS
Nice and handled,Apple,11,iOS
Good budget phone,Apple,11,iOS
Superb phone,Apple,11,iOS
Good phone. Go for it.,Apple,11,iOS
Just awesome,Apple,11,iOS
note happy.,Apple,11,iOS
Top class mobile,Apple,11,iOS
👍🏻,Apple,11,iOS
Its amazing,Apple,11,iOS
Nice locks,Apple,11,iOS
I am happy,Apple,11,iOS
Good phone,Apple,11,iOS
Cool phone,Apple,11,iOS
Good phone,Apple,11,iOS
Nice phone,Apple,11,iOS
Good Phone,Apple,11,iOS
Awesome!!!,Apple,11,iOS
Nice phone,Apple,11,iOS
Awesome❤❤❤,Apple,11,iOS
Nice phone,Apple,11,iOS
Nice phone,Apple,11,iOS
Nice phone,Apple,11,iOS
Good phone,Apple,11,iOS
Gud mobile,Apple,11,iOS
Best phone,Apple,11,iOS
Good phone,Apple,11,iOS
Best phone,Apple,11,iOS
Nice phone,Apple,11,iOS
Good phone,Apple,11,iOS
Camera gud,Apple,11,iOS
Great deal,Apple,11,iOS
Best phone,Apple,11,iOS
Super item,Apple,11,iOS
Nice phone,Apple,11,iOS
best phone,Apple,11,iOS
Nice phone,Apple,11,iOS
Nice phone,Apple,11,iOS
Good phone,Apple,11,iOS
Excellent.,Apple,11,iOS
Good phone,Apple,11,iOS
Awesome...,Apple,11,iOS
Very  nice,Apple,11,iOS
Good phone,Apple,11,iOS
Na,Apple,11,iOS
,Apple,11,iOS
Ok,Apple,11,iOS
Amazing product,Apple,11,iOS
Very good phone at price of 38k,Apple,11,iOS
Excellent buy,Apple,11,iOS
Great buy!,Apple,11,iOS
I loved it,Apple,11,iOS
Best iPhone,Apple,11,iOS
nice phone,Apple,11,iOS
All good!!,Apple,11,iOS
good battery life,Apple,11,iOS
Till now good experience.,Apple,11,iOS
Nice pick,Apple,11,iOS
Its apple,Apple,11,iOS
Excellent,Apple,11,iOS
Like this,Apple,11,iOS
Interface,Apple,11,iOS
I like it,Apple,11,iOS
Not worth,Apple,11,iOS
Good one.,Apple,11,iOS
Very good,Apple,11,iOS
Excellent,Apple,11,iOS
Excellent,Apple,11,iOS
I love it,Apple,11,iOS
Excellent,Apple,11,iOS
Excellent,Apple,11,iOS
Very good,Apple,11,iOS
Best deal,Apple,11,iOS
Excellent,Apple,11,iOS
Excellent,Apple,11,iOS
It's good,Apple,11,iOS
It's good,Apple,11,iOS
Excellent,Apple,11,iOS
Satisfied,Apple,11,iOS
excellent,Apple,11,iOS
Very good,Apple,11,iOS
Excellent,Apple,11,iOS
Amazing..,Apple,11,iOS
Very good,Apple,11,iOS
Very good,Apple,11,iOS
It’s good,Apple,11,iOS
Excellent,Apple,11,iOS
Excellent,Apple,11,iOS
Excellent,Apple,11,iOS
Excellent,Apple,11,iOS
Excellent,Apple,11,iOS
It’s gooy,Apple,11,iOS
Good deal,Apple,11,iOS
Excellent,Apple,11,iOS
Very nice,Apple,11,iOS
Satisfied,Apple,11,iOS
Excellent,Apple,11,iOS
I love it,Apple,11,iOS
Excellent,Apple,11,iOS
Excellent,Apple,11,iOS
Excellent,Apple,11,iOS
Excellent,Apple,11,iOS
Good buy.,Apple,11,iOS
Overall great product,Apple,11,iOS
Loved it,Apple,11,iOS
Very good,Apple,11,iOS
Nice product,Apple,11,iOS
Need invoice soft copy,Apple,11,iOS
Worth buying,Apple,11,iOS
Love this phone,Apple,11,iOS
User friendly,Apple,11,iOS
Excellent,Apple,11,iOS
Super,Apple,11,iOS
Best deal,Apple,11,iOS
Simply brilliant!,Apple,11,iOS
Very nice colour and features,Apple,11,iOS
Fabulous,Apple,11,iOS
Exultant,Apple,11,iOS
Fabulous,Apple,11,iOS
Amazing!,Apple,11,iOS
Worth it,Apple,11,iOS
good one,Apple,11,iOS
All good,Apple,11,iOS
Good one,Apple,11,iOS
Good one,Apple,11,iOS
Dont buy,Apple,11,iOS
Fine AF!,Apple,11,iOS
Excelent,Apple,11,iOS
Good one,Apple,11,iOS
Too good,Apple,11,iOS
Now good,Apple,11,iOS
Good one,Apple,11,iOS
Bill is missing,Apple,11,iOS
Good,Apple,11,iOS
Defected Piece,Apple,11,iOS
Best One,Apple,11,iOS
Awesome,Apple,11,iOS
Bad,Apple,11,iOS
Awesome phone,Apple,11,iOS
Very nice phone,Apple,11,iOS
Good,Apple,11,iOS
Outstanding performance,Apple,11,iOS
Call quality is worst,Apple,11,iOS
Awesome,Apple,11,iOS
Super..,Apple,11,iOS
Awesome,Apple,11,iOS
Awesome,Apple,11,iOS
awesome,Apple,11,iOS
Awesome,Apple,11,iOS
Dhamaka,Apple,11,iOS
Goodbye,Apple,11,iOS
Nothing,Apple,11,iOS
Superbb,Apple,11,iOS
Nothing,Apple,11,iOS
Great camera for pics and videos Battery life is good so far with some setting turn of which i never use and when i use i turn those on and i use it in power saving mode all the time so a full day with light gaming of 1hr or more using camera for 1hr or more listening music in my car on youtube and Bluetooth on for couple of hours it gives me full day of battery varing from 4/5 to 6/7 hours sot per dayPerformance is top notch plays every game and every task with easeVery premium phone look...READ MORE,Apple,SE,iOS
Great device. Let me tell the Pros..1. Superb build quality 2. Great display. 3. Camera is great in good lighting conditions 4. Processing is great. 5. Sound is superb. 6. Call quality is great. 7. Red colour looks superb.8. Portrait mode photography is Superb.READ MORE,Apple,SE,iOS
"Who all loves older size i.e., 4.7 inch type should definitely go for this.  Nothing is better than XR, XS or 11. Best for price and usage.READ MORE",Apple,SE,iOS
"This iPhone SE is the best phone ever you get. Beautifully designed gives a classy look in your palms. Moreover, performance wise it is a benchmark. You will not be disappointed in this budget. My purchase point was its size. If you are looking for the same you won’t be disappointed. I strongly recommend this phone to people who is more work oriented. Game loves should skip this phone as this is not a game phone. Best features with stunning looks & performance. Battery life is very good...READ MORE",Apple,SE,iOS
This is my second iphone after iphone 4s. I’ve been a long time android user in between. I’ll tell you who this phone is for. Prospective buyers can then decide1. For photo and video enthusiasts. Very reliable camera. Fast and excellent picture quality. Videos are absolutely stable and professional quality. You would be amazed how many people shoot Youtube videos on an iPhone. The only downside is that the display doesn’t do justice to the photos and videos you have taken. Night photos are ...READ MORE,Apple,SE,iOS
"Totally worth the price if:- you are a iOS fan- like compact phone- want to switch from android to iPhone- you like clicking some good photos (camera is unbeatable)- you multitask (normal phones get stuck between apps, this will keep you going without a hiatus (lag)- you like to listen to music (have 2 speakers, one on the front, and another below; when I watch a movie with 4d-5d music, it feels like Dolby atmos)There a lot a technical advantages too which I dont want to get into (yo...READ MORE",Apple,SE,iOS
Mobile is very handy. Packed with good performances and nice camera. This is my first iPhone. Very good experience with Apple. Battery is worst. I am hardly getting 5 hours screen on time.  Positive thing is I came to know how many hours I was spending on my mobile. Because of poor battery now I am only using mobile for 4 hours a day.READ MORE,Apple,SE,iOS
As always compact and handy ... with good image stability 4K gives amazing experience Battery capacity is little poor .. it’s worth buying on this budget..4/5 my ratingREAD MORE,Apple,SE,iOS
"If you are going to use apple for first time then you will be amazed. Performance wise this phone is ultra first. Camera is also pretty good, attached images were taken indoor only. Display is also quite good. The BEST thing about this phone is it’s size. So easy to use this phone singe handedly. Excellent grip. Fits very crisply in pockets.The worst thing is it’s battery. Doesn’t last long. Better to have a power bank to avoid sudden switch off.READ MORE",Apple,SE,iOS
"I have Purchased The new Iphone SE 2020 on 20th May 2020, So based on my usage for a week I can rate the product as follows* Pros: 1) Display quality seems to be very good.              2) Camera quality is excellent , takes a very sharp images without any blurriness.              3) Touch sensor works very precisely              4) Durability of the phone is good as the quality of body is made of 6000K aluminum which is one of the most durable aluminum in the mobile-industry           ...READ MORE",Apple,SE,iOS
"People talk about it’s battery backup?? man I’m in love with this handset. So clean, so smooth. Smoother than xr if you’ve used both you’ll understand. Camera better than xr. Battery of xr is better but still I’ll vote for se because of A13 Bionic chip, touch haptics and many more reasons. Its a beast in this segment. Still I want you all to feel this beast in your hand. Sexy as it looks, just a perfect masterpiece.READ MORE",Apple,SE,iOS
"Keep the battery aside and I don’t see any other reason why you shouldn’t buy it. It’s super fast, has an awesome pair of camera, punchy speaker, good looks, beautiful screen, perfect size and an amazing user experience. Everything about this phone is no nonsense.Coming to battery, I was aware it was less but I didn’t care because for my casual usage, it easily lasts 24hours. It easily gives an onscreen time of 4 hours per day and if you are using your phone for more than that, you know you...READ MORE",Apple,SE,iOS
"Camera is best. Mobile performance is good. 4.7 inch display phone is handy phone. Battery capacity is not good but in this range phone is good . Dual sim phone and one sim slot supported eSim. Better series in iPhone is X ,XS ,XR and 11. Software iOS 14.3 is latest.READ MORE",Apple,SE,iOS
"Let's face it. The main reason you're even considering this is because you want a compact phone that doesn't compromise on power. Getting OS updates for another 4-5 years, with a decent camera, waterproofing and wireless charging is just an added advantage. There's a few things it could've done better: 1. Battery is barely adequate for a day of moderate usage.2. The bezels could have been reduced to have more screen to body ratio.3. Night mode for the camera was a software feature that ...READ MORE",Apple,SE,iOS
"One word.. beautiful iphone ❤️ premium feelJust go for it without any doubt. Superb camera, handy, white color is soo good. This phone is for someone who don't like big screen phones.READ MORE",Apple,SE,iOS
"iPhone SE 2020 Looks premium😍 Battery:-Most of the people think it’s only 1800 mAh battery???? Is it sufficient??🧐After 8 days of usage ..! in 100%chargeI have played lots of game especially pubg3Hrs of pubg with fully charge6Hrs of Heavy usages also played 1Hrs of pubg14Hrs with normal usage like .,movie,what app,Fb,Instagram and Twitter and callCharging time:- takes more than 2.5hrs with box charger and with 12w 1.50Hrs Performance:- Same like iPhone 11,11pro,11pro max (A13bionic...READ MORE",Apple,SE,iOS
Everything is fine of this mobile except battery. Battery consumption at 8-10% Brightness inVideo call : almost 4% reduction for every 5-6 mins. Phone call : almost 1% reduction for every 4-5 mins. Which seems to be bit faster consumption. First iPhone I’m using. I’m not sure about regular battery consumption rate. But this doesn’t look nice to me.READ MORE,Apple,SE,iOS
"Small yet powerful phone. I am posting this review after nearly 1 month of usage.1. Performance of the phone is awesome. There is no lag experienced in using any application, games, etc.2. Battery of the phone is good. It easily lasts 1 day with full day usage of internet like mails, apps, photos, surfing, etc and calling also. This phone is for moderate phone users not gamers ( from battery point of view) . Else you may have to charge it twice a day for heavy usage. For moderate users lik...READ MORE",Apple,SE,iOS
"The powerful small phone that I always wished for !!Nowadays the fad is big screen phones but for me, I like a small powerful phone with awesome camera. Ticked all the boxes that I had in my mind. Switched from android. Never going back!READ MORE",Apple,SE,iOS
"Like It, Apple SE very nice and handy mobile, we can use it by single hand, like it too much if you are going single handy mobile you can go with Apple SE 2020 without any hesitation.READ MORE",Apple,SE,iOS
"As being a frequent apple user, I couldn't find much of a difference when comparing to IPhone 6.The size and display are the same of IPhone 6 and ofcourse there is 0 negative comments for the A13 chip. It is super fast✌️.Overall it's the same iPhone 6 with an A13 chip and the generation updates a smartphone can get in 2020.No negative comments for the camera, apple is always the topper in capturing moments and SE2 has got the studio lights, a front facing portrait camera, a wider photo fr...READ MORE",Apple,SE,iOS
"First of all we will talk about battery it has 1800 mah battery ,but u know what it works like 4000 mah truly amazing phone with optical image stabilisation in video with editing option 64 gb variant is too good go for itREAD MORE",Apple,SE,iOS
"This is an amazing phone for the price. For someone coming from a pure Android background, migrating data would take a little time, and the battery backup may be quite less for the first 1-2 days. Once it is all set, I felt that the phone gives a decent battery backup. The backup with the ~1800mAh battery on this phone is somewhat comparable to that of an Android with twice the capacity.Camera is amazing for my use, as the lighting and colour tone are Natural, close to what we would see with...READ MORE",Apple,SE,iOS
"I switched from iPhone 8 to iPhone SE instead of going for iPhone 11 since SE comes with same power and great camera with a device size I can easily use and hold in my single hand. I got this delivered within one day of being available in India and it’s just great. I am a big fan of iOS and I’m deep into the Apple ecosystem with my iPad, MacBook, AirPods and an old iPod and I’m not disappointed here too. To those of you who are wondering how is it different from iPhone 8 since it practically ...READ MORE",Apple,SE,iOS
"This is my first iPhone. And after using it for 6 continuous days the difference between my previous Sony XZS Android and this iPhone is easily noticeable.  The camera is better in every way. The only thing I miss about my previous phone is the 960 frame/sec super slow motion recording. Performance is way too better than android. This is fast, very very fast. If your eyes are not glued with the screen the battery life is ok. In fact this is the only issue with this phone. This one fits in my ...READ MORE",Apple,SE,iOS
Finally most awaited first iPhone came within 3 days of order iPhone SE in one line A powerful performance in compact design and affordable ratesFirst iPhone in life where you compare each and every functionality with your previous android phone.Pros * Powerful chip at affordable price * Suitable who want to back to having experience of compact screen phone without bazzels.* Powerful camera experience with A13 Bionic chip image processing power* My personally favourite I always pref...READ MORE,Apple,SE,iOS
Most amazing camera in iphone 👌 that is my personal ask I'm Finally buy my First i phone and that latest processor and All new things amazed you it's sooo Handy and enjoyable to Use. And beat other I phones now so enjoyed it.READ MORE,Apple,SE,iOS
"Brilliant performance everything is best if you compatible with small screen but battery is average , premium looks sound quality awesome handy phone camera quality ❤️❤️❤️Thanks flipkart.READ MORE",Apple,SE,iOS
"Writing this review after around 1 week of use.Updating this review after a further 2 weeks of use.Initially, there was some heating on the phone, but on further use that problem has disappeared. Got to explore the camera a bit more and found it to be very good, the stability on the video is also good.Pros -      1. Good Camera Quality. Image quality is very good. Pictures are sharp. Good performance in bokeh mode.      2. Good performance. The phone has no lags so far, it is very smoo...READ MORE",Apple,SE,iOS
"Honest advice  :  Don't watch any tech reviewer's videos before buying this beast.I purchased this product on 6th June,2020 and here is my honest review :1. Device looks small but the way it works is truly amazing.2. if you are switching from ~6"" screen , it is going to be troublesome for a while.3. 1821  mah battery . 0 to 100% charging time is around 130 minutes. Fast charging/wireless charging is supported but fast charger is not included in box.4. Gaming Experience is amazing BUT p...READ MORE",Apple,SE,iOS
"This is a beast. Smaller yet powerful. Sleek design and a Beauty.I will give straight reason for:Why to buy?1. If you want an iPhone2. If this is your first one3. If you want a small screen phone just for working purpose no entertainment4. If you have another phone as backup5. If you have other apple products and you want to pair this up as your latest purchase.6. If you have a decent 42k to spend without any second thought.Why not to buy?1. Battery drain, and low battery capacity...READ MORE",Apple,SE,iOS
Got it yesterday 11 June ordered on 30may seller shipped on 7 June What’s happening Flipkart ? Coming to the phone. I switched from my old Se .CAMERA: it’s just Awesome in every way but those portraits lighting effects are of no use obviously mostly they won’t be used by anyone BATTERY: it’s just average it only remains for 6 to 8 hours of moderate usage DISPLAY: coming from four inch screen to 4.7 I feel like it’s huge and fair enough ( I always prefer compact phones ) Touch ID : it’s...READ MORE,Apple,SE,iOS
For ppl who prefer small displays this is the ryt choice neat n clean  top notch performance ......FOR THOSE WHO R CONCERNED ABOUT BATTERY This has 1821mAh battery but combined with a13 chip efficency is top notch . Use 10W charger which comes with ipad or buy separately within 45 mins phone charger from 0-80% The 5w included in box is waste good for nothing. Switch off optimised battery charging under battery health settings so 80-100% will b charged quickly.I use social media apps l...READ MORE,Apple,SE,iOS
"I jumped from old SE to the new SE.the screen to body sized ratio is perfect for usage for a medium size palm. The highlight of this product is it’s elegance and sleek design. Looks so good in white colour. Performance is well packed with well coordinated GPU and CPU. If u are using bezel less phones then u might not consider it. But if u have decided to buy it then this product will bring a huge smile on your face in terms of speed, CAMERA, looks, iOS ecosystem and longevity of this devic...READ MORE",Apple,SE,iOS
"Some might say overpriced in India, but below are the PROS and CONS after 3 days of usage:Pros:1. Blazing fast processor. Runs everything thrown at it without a stutter.2. Very good single camera for daylight photography. Night time is good but not great.3. Optimal screen size for a phone for one hand use.4. Brilliant looks5. Battery life is one day when used like a phone. Watch various youtube videos to increase battery life. Optimal use of battery saver mode and screen brightness can...READ MORE",Apple,SE,iOS
"My first iPhone and very happy with it. Slick and gorgeous design with perfect compact mobile. Performance is so amazing ,display softness more than 5 *. Little bit battery issues for fast drains like need to charge once in a 12 hours. May be this will solve out in next update. Definitely worth to buy than other brands.READ MORE",Apple,SE,iOS
This is the first iPhone I hv bought .. It’s bit diff for me using this first first as for so many years I hv been using android.. but I am actually liking it .. The camera omg it’s really awesome .. like it feels classy using this .. Battery is also as of now good enough .. I am writing this review after using it for 40 days.. if anyone is thinking of buying this pls go for it .. Thanks.READ MORE,Apple,SE,iOS
"One of the best handsets, very easy to carry & handle. Exceptional performance & amazing display, however battery is the only concern. It consumes more battery when you use internet, especially streaming videos and also while taking pictures. Otherwise everything thing is perfect. People who don’t like to carry big handsets on pocket can definitely go for this. But remember if you play more games or if u r always on internet you might need to carry a fast charger.READ MORE",Apple,SE,iOS
"After using this Device as my daily driver for over a month i can say that , It’s inbuilt AI and Machine Learning is so good that it manages all my things by itself, and even after having a small battery of 1800 MAH, it performs all day with some juice left, which is impressive. Awesome Camera, amazing Performance thanks to A13 Bionic. Suggestion go for 128GB it will help you in long run. Overall a very good and nice product.READ MORE",Apple,SE,iOS
"Very nice phone. Actually it's my first iPhone so I was very excited. Nd I'm happy with this phone.Nice phone for gaming, battery backup is not that much for gaming but I suggest buy one good powerbank or fast charger. If u have small fingers then it's best device for u.READ MORE",Apple,SE,iOS
"Very handy and comfortable to hold. Best phone to buy if you want sleek design, powerfull processor, beautiful camera and that's fits in your pocket. I didn't hesitate while buying this phone instead of oneplus 8. Afterall its your choice whether you want a phone or a tab sized phone.P.S.- it's not that small.READ MORE",Apple,SE,iOS
I really love to use ios😍..Apple is my Favourite brand 🔥... I really love this phone. It was easy to hold and It was very fast processing mobile. In Future I will always purchase Apple mobile😍 Thank You Apple and Flipkart.READ MORE,Apple,SE,iOS
best compact phone i ever have.It has pretty good camera and performance.I have iphone 11pro but now i fall in love with this phone.Best phone👍👍.Go for it if u love small size phone👍👍👍READ MORE,Apple,SE,iOS
Honestly best package from apple. Super handy. I don't like big phones. This phone is perfect for me and would definately recommend to everybody. If you compare antutu and geekbench scores with of iphone 11; this easily beats the iphone 11.READ MORE,Apple,SE,iOS
Very good phone for regular usage camera is outstanding with A13 boinic chip. Value for money set. Battery is not that much perfect but over all a good and handy smartphone i had ever seen.READ MORE,Apple,SE,iOS
Update : I’m getting close to 7 hrs screen on time on single charge. Of course without any games. Everything is good except battery and Night camera capabilities.Performance is top notchI’m using Motorola power delivery charger with usb c to lightning cable to fast charge it.Brought motorola usb c power delivery charger for my iPhone SE 2020I’m using this along with Amazonbasics usb c to lightening cable.Its awesome and following are the charging stats :15 min 0 to 30%27 min 0 to 50...READ MORE,Apple,SE,iOS
As always compact and handy ... with good image stability 4K gives amazing experience Battery capacity is little poor .. it’s worth buying on this budget..4/5 my ratingREAD MORE,Apple,SE,iOS
"Best phone for those using Iphone 6,6s,7,8And best camera and best portrait mode with A13 Bio chip, Very smooth Touch and Best features with value of money.READ MORE",Apple,SE,iOS
"My first iphone ......,I just switched my vivo S1 pro to iphone SE 2 2020 and I would like to say something about this iphone ..It's amazing .Those guys who want a cute small and handy phone so just go for this iphone. 🤘🤘🤘❤️READ MORE",Apple,SE,iOS
Battery will give good performance for a normal userI suggest another variant for heavy usersCam quality is good in day light conditions Performance is very good with A13 Bionic chipSmall in size and don’t expect a screen size like MI or one plus full screen mobilesREAD MORE,Apple,SE,iOS
Each and every Paisa you is worthyCamera section is a great upgrade Performance is a beastIt’s just a old design but still amazing design to hold in hand.I upgraded from old SE and satisfied to the coreREAD MORE,Apple,SE,iOS
So fast as light  classy premium look  at affordable price thank you flipkart for easy deliveryREAD MORE,Apple,SE,iOS
"ProsClassy performance , sensitive touch , good sound quality , beautiful design , compact and comfortable,Good quality Camera, Battery backup is normal.ConsPhone is overheating this is something not expected from APPLE Bit disappointing.Selfi photo click flips automatically so sometimes photos are weird. Wish there is a setting not to flip before foto click.READ MORE",Apple,SE,iOS
"Speed is Awesome , high quality Camera with portrait mode , more handy than big screen mobiles, Premium look & design , sound quality is boom , very happy After purchase thisREAD MORE",Apple,SE,iOS
"Well, the phone is small and looks nice. It's not for people who loves bigger ones. It's basically for those people who don't use their phones for everything.It's fast.design is cool, sleek and beautiful. You will need a back cover for sure if you want to keep up it's beauty. P:)battery life - not so good. voice clarity is fine.I am not a gamer neither a photographer.Basically it;s a premium phone under budget so that you can say it loud - "" Hey! I own an Apple device"". If somebody is ...READ MORE",Apple,SE,iOS
"This Phone is Simply Brilliant.The fastest mobile processor from Apple, A13 bionic chip can tackle any task without breaking a sweat. The CLASSIC Design is the reason to buy this phone as it is so easy for one hand operation. Camera performance and Battery backup has been improved significantly over the predecessor. Definetely a Value for your Buck.READ MORE",Apple,SE,iOS
Best model if you wish to enter the Apple ecosystem. Flawless product and seamless experience. I love this phone.READ MORE,Apple,SE,iOS
"Hey iPhone lovers. If you like small phone you'll love it. A13 performed like a beast. Performance is top notch. If your budget tight, then go for it. You never disappoint after use it. And Apple iPhone security is best.READ MORE",Apple,SE,iOS
One of Best phone in 2020..Excellent Camera and Performance..battery also good without Games..Thanks u Flipkart Best offer and fastest delivery .READ MORE,Apple,SE,iOS
It’s not good product ...it’s cost is more quality is not good every time is hangout..battery consumption is more at least half day also not get in ...finally my best suggestion is choose another one...READ MORE,Apple,SE,iOS
Excellent phone from Apple... Almost same like iPhone 7 and 8 with latest processor. I can feel the speed very much compared to the iPhone 6s. It’s awesome budget phone from iPhone family.READ MORE,Apple,SE,iOS
"Performance is top notch, battery is full day easily after disabling background app Refresh ( it doesn’t effect any functionality) and some other tweaks. Camera is fantastic overall value for money if you get this in offer.READ MORE",Apple,SE,iOS
"Amazing phone, loved it, only issue is gets hot too much and too early. Otherwise a very good buyREAD MORE",Apple,SE,iOS
"Excellent phone , flawless performance The massive upgrade for the user who are using the iphone SE ( 1 gen) just like meREAD MORE",Apple,SE,iOS
"This is good phone for someone who never used iphone yet but of someone using/used any one of iphone 6 , 7 and/or 8 then there is no much difference between the features except performance. With the provided features the price is too high for this phone. If someone is looking for upgrading then I would strongly suggest you to go for iPhone XS or later versions. This is completely my own opinion and please read other reviews as well before making a decision to purchase this product.READ MORE",Apple,SE,iOS
"In one word its Superb, Ignore negetive comments regarding Battery life,Its stays easyly a day for Ofiicial work Purpose.Build quality,Camera,Speaker Out put(Earpiece and Phone speaker)is top notch and apple airpod is just cherry on top..i have switched from 6 inch display to this phone not at all any issue.super smooth ios a big thumps up! overall its a fantastic gadget.READ MORE",Apple,SE,iOS
Can be surely preferred as your first iphone Value for money Some what battery is not sufficient but as we already know about the batteries of iphone Camera is up to mark but there is insufficiency of night mode wideangle mode but that’s ok its not a big deal Display performance is good enough Overall lookup is impressive and off course attractive Speakers are mind blowing dual speaker setup which is quite loud compared to others At this price range this phone is best if you are intere...READ MORE,Apple,SE,iOS
"1 Week after using the phone I am Simply Loving it!I did a lot of research and was confused in Iphone XR, SE 2020 and One plus 8If you are Ok with older design/big bezels or looking for GREAT Camera in budget phone or moving from Android to IOS, this phone is best for you.Camera(Portrait in selfie mode), Build quality, A13 Bionic Chip, Compact design, latest OS(software support for at least 4 years) is simply Bang On!Downs :Night mode Camera quality is not good.Battery is not the best...READ MORE",Apple,SE,iOS
"Good for normal use like browsing and not recommended for gaming because of small screen size,overall a good product from apple.READ MORE",Apple,SE,iOS
"USP:1. Compact mobile which i always wanted in iPhone models2. Kickass A13 bionic chip , one of the best energy efficient apple processor produced till date.3. Camera is awesome to take pics (only day time) 4K videos 30/60 fps.Downside:1. Battery drain very fast.(googled and made it battery efficient) now it last atleast 1.5 day with moderate usage.Note: i would not advice this compact super mobile for people who are always glued to social media and YouTube.This is for someone who w...READ MORE",Apple,SE,iOS
"Mini Black BeastWho likes handy best option with solid device and super fast performanceBattery stands for 4 to 5 hrs.Over all satisfied as a first time iPhone userFavourites in this device speed,ui, camera portrait image features, mini device with solid build.READ MORE",Apple,SE,iOS
"Amazing Performance. If you are upgrading from an android, don't expect the battery life to be better. But if you upgrading from an Iphone 6, 7 or maybe 8, you will feel the difference. You can experience the speed with the A13 Bionic Chip. Camera Quality has improved. The best part is it's price. In this price you are getting a compact Iphone 11 Pro.If you are looking to own an Iphone, you should 100% go for this.READ MORE",Apple,SE,iOS
"Firstly you all need to understand there is a crowd in this Huge Market for whom the ONLY THING WHICH MATTERS IS COMPACT SIZE. And probably phone companies are unable to understand this consumer behaviour. This market was not catered by any other company except to an extent by Google Pixel. Please remember each and every consumer who buys this phone is buying Primarily for its compact size. The dimensions are amazing, which overrides any other shortfall of the device such as battery, Screen s...READ MORE",Apple,SE,iOS
"I have been an android user since the beginning! I have used phones like poco f1 which had the flagship chips at their time but honestly speaking the performance on this device is just out of the competition! I was very skeptical by some bad reviews on internet, but to my very frank opinion it exceeded my expectations! Some things to keep in mind :*This phone has not so big display and only supports upto 720p videos on YouTube, so if you watch YouTube all day and love big screens it’s not th...READ MORE",Apple,SE,iOS
Best product but apple could have launched it in very less price.Screensjze comparatively smallBeterry performance satisfactory Camera extra ordinarily Sensors and apps way fast and results jn blink Buy if price around 25 maxREAD MORE,Apple,SE,iOS
"I have been using iphones for a long time iPhone 4s - iphone 5s - iphone 6s , So when time came to change, I had to chose between iphone11 and iphone SE2020.Now I chose SE2020 and I am happy with the purchase.Main reason for choosing SE2020 was the latest CPU and fingerprint scanner.I am not comfortable with Face ID .The Phone Size seems small but for someone used to iphone 6S, it seems the same !!Don't want to admit this but well, I would have loved to get iphone 11 but then 20k i...READ MORE",Apple,SE,iOS
